detid_Y,N06111V,N06112W,N06113Y,N06114Z,N06121A,N06121L,N06121M,N06121N,N06131T,N06131V,N06131W,N06131X,N06141A,N06141C,N06141Y,N06151D,N06151F,N06151G,N06161Q,N06161R,N06161T,N06161U,N06171B,N06171P,N06171Q,N06171R,N06171S,N06181H,N06181J,N06181K,N06191N,N06191P,N06191Z,N06211C,N06211E,N06211F,N06211G,N06221P,N06221Q,N06221R,N06222H,N06222K,N06222L,N06222M,N06241A,N06241B,N06241Y,N06242Z,N06251T,N06251V,N06251W,N06251X,N06252D,N06252E,N06252F,N06261V,N06261Y,N06261Z,N06271G,N06271H,N06271K,N06271L,N06281M,N06281P,N06281R,N06281S,N06291B,N06291E,N06291F,N06311J,N06311K,N06311L,N06311N,N06312M,N06312P,N06321B,N06321C,N06321D,N06321E,N06321L,N06322G,N06331A,N06331J,N06331X,N06331Y,N06331Z,N06341K,N06341S,N06341T,N06351L,N06351M,N06351P,N06351R,N06391B,N06391Y,N06391Z,N06411H,N06411J,N06411K,N06421A,N06421B,N06421D,N06421E,N06421F,N06421G,N06431X,N06431Y,N06431Z,N06451L,N06451P,N06451R,N06451S,N06461E,N06461T,N06471H,N06481L,N06481N,N06481P,N06481S,N06482F,N06482J,N06482K,N06511A,N06511B,N06511C,N06521E,N06521F,N06521G,N06521H,N06551T,N06611A,N06611E,N06611F,N06611G,N06611J,N06621A,N06621B,N06621C,N06621D,N06631X,N06631Y,N06631Z,N06691R,N06691S,N06691T,N06691U,N06691V,N06731W,N06731X,N06731Y,N06731Z,N26151X,N29111A,N29111R,N29111S,N29111T,N29111V,N29111W,N29112Q,N29113R,N29121G,N29121J,N29121M,N29121N,N29121P,N29121Z,N29131B,N29131C,N29131E,N29131F,N29141A,N29142H,N31111S,N31111U,N31111W,N31122B,N36121V,N41111D,N41111E,N41111F,N41121B
N06731X,3485.41,3532.18,3601.85,3453.22,4035.38,4035.38,3684.39,3876.90,4006.98,4180.57,4405.24,3842.87,4242.91,3959.68,4116.87,3878.82,3680.36,3946.50,3538.84,3538.84,3546.45,3222.18,4066.76,4066.76,4151.32,4151.32,4116.87,3708.98,3708.98,3552.35,3447.69,3519.84,3630.97,3430.01,3509.99,3250.77,3163.12,3512.02,3844.43,3726.98,3453.51,3649.82,3493.97,3315.99,3509.99,3345.18,3649.50,3649.50,3258.89,3585.72,3502.25,3540.79,3570.40,3623.95,3670.20,3961.24,3787.02,3918.63,3491.34,3413.01,3381.57,3105.73,3266.34,3759.91,3517.13,3186.98,3532.18,3294.88,3530.79,4397.62,4339.63,4267.78,4397.62,4267.78,4267.78,4483.59,4397.62,4336.27,4203.46,4336.27,4089.66,4333.83,4619.24,4535.83,4613.43,4333.83,4665.39,4677.34,4541.31,5278.15,4755.55,4629.91,4497.27,4792.26,4143.45,4593.21,5278.15,5071.72,4707.62,5278.15,1468.32,5071.72,5278.15,5278.15,5278.15,1468.32,5278.15,1468.32,1240.53,1240.53,1468.32,1468.32,1240.53,1580.71,4282.51,1240.53,1379.78,1379.78,1240.53,1240.53,1240.53,1240.53,1580.71,1468.32,1468.32,1468.32,1468.32,1468.32,1468.32,1379.78,1580.71,443.90,1240.53,1580.71,1240.53,246.97,443.90,1240.53,1240.53,319.79,443.90,326.80,443.90,246.97,246.97,261.38,443.90,443.90,0.00,261.38,1379.78,0.00,135.09,0.00,135.09,237.74,647.74,867.34,135.09,155.56,0.00,261.38,135.09,0.00,0.00,261.38,0.00,261.38,0.00,0.00,0.00,0.00,5286.72,5286.72,5207.68,5610.42,5173.84,4830.00,4535.83,4822.05,4755.59
N06731Y,3296.45,3343.22,3412.89,3264.26,3846.42,3846.42,3495.43,3687.94,3818.02,3991.61,4216.28,3653.91,4053.95,3770.72,3927.91,3689.86,3491.40,3757.54,3349.88,3349.88,3357.49,3033.22,3877.80,3877.80,3962.36,3962.36,3927.91,3520.02,3520.02,3363.39,3258.73,3330.89,3442.01,3241.05,3321.04,3061.81,2974.16,3323.06,3655.48,3538.02,3264.55,3460.87,3366.69,3127.04,3321.04,3156.22,3460.54,3460.54,3069.93,3396.77,3313.29,3351.83,3381.44,3434.99,3481.24,3772.28,3598.06,3729.67,3302.38,3224.05,3192.61,2916.77,3077.38,3570.95,3328.17,2998.02,3343.22,3105.93,3341.83,4208.66,4150.67,4078.83,4208.66,4078.83,4078.83,4294.63,4208.66,4147.31,4014.50,4147.31,3900.70,4144.87,4430.28,4346.87,4424.47,4144.87,4476.43,4488.38,4352.35,5089.19,4566.59,4440.95,4308.31,4603.30,3954.49,4404.25,5089.19,4882.76,4518.66,5089.19,1244.94,4882.76,5089.19,5089.19,5089.19,1244.94,5089.19,1244.94,1017.15,1017.15,1244.94,1244.94,1017.15,1357.33,4093.55,1017.15,1156.40,1156.40,1017.15,1017.15,1017.15,1017.15,1357.33,1244.94,1244.94,1244.94,1244.94,1244.94,1244.94,1156.40,1357.33,220.52,1017.15,1357.33,1017.15,23.59,220.52,1017.15,1017.15,58.41,220.52,103.42,220.52,23.59,23.59,0.00,220.52,220.52,232.95,0.00,1156.40,232.95,111.04,232.95,111.04,14.37,424.36,878.29,111.04,131.51,232.95,0.00,111.04,232.95,232.95,0.00,232.95,0.00,232.95,232.95,232.95,232.95,5097.76,5097.76,5018.72,5421.46,4984.89,4641.04,4346.87,4633.09,4566.63
N06731Z,3027.50,3074.27,3143.94,2995.31,3577.47,3577.47,3226.48,3418.99,3549.07,3722.66,3947.33,3384.96,3785.00,3501.77,3658.96,3420.91,3222.45,3488.59,3080.93,3080.93,3088.54,2764.27,3608.86,3608.86,3693.41,3693.41,3658.96,3251.07,3251.07,3094.44,2989.78,3061.94,3173.07,2972.10,3052.09,2792.86,2705.22,3054.11,3386.53,3269.07,2995.60,3191.92,3097.74,2858.09,3052.09,2887.28,3191.59,3191.59,2800.98,3127.82,3044.34,3082.88,3112.50,3166.04,3212.29,3503.33,3329.11,3460.72,3033.43,2955.10,2923.66,2647.82,2808.43,3302.00,3059.22,2729.07,3074.27,2836.98,3072.89,3939.72,3881.72,3809.88,3939.72,3809.88,3809.88,4025.68,3939.72,3878.36,3745.55,3878.36,3631.75,3875.92,4161.33,4077.92,4155.52,3875.92,4207.49,4219.43,4083.41,4820.25,4297.64,4172.00,4039.36,4334.35,3685.54,4135.31,4820.25,4613.81,4249.71,4820.25,580.14,4613.81,4820.25,4820.25,4820.25,580.14,4820.25,580.14,352.35,352.35,580.14,580.14,352.35,692.53,3824.60,352.35,0.00,0.00,352.35,352.35,352.35,352.35,692.53,580.14,580.14,580.14,580.14,580.14,580.14,0.00,692.53,972.66,352.35,692.53,352.35,1140.76,972.66,352.35,352.35,1213.58,972.66,1052.98,972.66,1140.76,1140.76,1155.17,972.66,972.66,1388.12,1155.17,0.00,1388.12,1266.21,1388.12,1266.21,1169.54,1181.97,1623.50,1266.21,1286.68,1388.12,1155.17,1266.21,1388.12,1388.12,1155.17,1388.12,1155.17,1388.12,1388.12,1388.12,1388.12,4828.81,4828.81,4749.77,5152.51,4715.94,4372.09,4077.92,4364.15,4297.68
N26151X,3485.41,3532.18,3601.85,3453.22,4035.38,4035.38,3684.39,3876.90,4006.98,4180.57,4405.24,3842.87,4242.91,3959.68,4116.87,3878.82,3680.36,3946.50,3538.84,3538.84,3546.45,3222.18,4066.76,4066.76,4151.32,4151.32,4116.87,3708.98,3708.98,3552.35,3447.69,3519.84,3630.97,3430.01,3509.99,3250.77,3163.12,3512.02,3844.43,3726.98,3453.51,3649.82,3493.97,3315.99,3509.99,3345.18,3649.50,3649.50,3258.89,3585.72,3502.25,3540.79,3570.40,3623.95,3670.20,3961.24,3787.02,3918.63,3491.34,3413.01,3381.57,3105.73,3266.34,3759.91,3517.13,3186.98,3532.18,3294.88,3530.79,4397.62,4339.63,4267.78,4397.62,4267.78,4267.78,4483.59,4397.62,4336.27,4203.46,4336.27,4089.66,4333.83,4619.24,4535.83,4613.43,4333.83,4665.39,4677.34,4541.31,5278.15,4755.55,4629.91,4497.27,4792.26,4143.45,4593.21,5278.15,5071.72,4707.62,5278.15,1468.32,5071.72,5278.15,5278.15,5278.15,1468.32,5278.15,1468.32,1240.53,1240.53,1468.32,1468.32,1240.53,1580.71,4282.51,1240.53,1379.78,1379.78,1240.53,1240.53,1240.53,1240.53,1580.71,1468.32,1468.32,1468.32,1468.32,1468.32,1468.32,1379.78,1580.71,443.90,1240.53,1580.71,1240.53,246.97,443.90,1240.53,1240.53,319.79,443.90,326.80,443.90,246.97,246.97,261.38,443.90,443.90,0.00,261.38,1379.78,0.00,135.09,0.00,135.09,237.74,647.74,867.34,135.09,155.56,0.00,261.38,135.09,0.00,0.00,261.38,0.00,261.38,0.00,0.00,0.00,0.00,5286.72,5286.72,5207.68,5610.42,5173.84,4830.00,4535.83,4822.05,4755.59
N29111A,3425.74,3472.51,3542.18,3393.55,3975.71,3975.71,3624.72,3817.23,3947.31,4120.90,4345.57,3783.20,4183.24,3900.01,4057.20,3819.15,3620.69,3886.83,3479.17,3479.17,3486.78,3162.51,4007.09,4007.09,4091.65,4091.65,4057.20,3649.31,3649.31,3492.68,3388.02,3460.18,3571.30,3370.34,3450.33,3191.10,3103.45,3452.35,3784.77,3667.31,3393.84,3590.16,3434.30,3256.33,3450.33,3285.51,3589.83,3589.83,3199.22,3526.06,3442.58,3481.12,3510.74,3564.28,3610.53,3901.57,3727.35,3858.96,3431.67,3353.34,3321.90,3046.06,3206.67,3700.24,3457.46,3127.31,3472.51,3235.22,3471.12,4337.95,4279.96,4208.12,4337.95,4208.12,4208.12,4423.92,4337.95,4276.60,4143.79,4276.60,4029.99,4274.16,4559.57,4476.16,4553.76,4274.16,4605.72,4617.67,4481.65,5218.48,4695.88,4570.24,4437.60,4732.59,4083.78,4533.54,5218.48,5012.05,4647.95,5218.48,1398.60,5012.05,5218.48,5218.48,5218.48,1398.60,5218.48,1398.60,1170.81,1170.81,1398.60,1398.60,1170.81,1510.99,4222.84,1170.81,1310.06,1310.06,1170.81,1170.81,1170.81,1170.81,1510.99,1398.60,1398.60,1398.60,1398.60,1398.60,1398.60,1310.06,1510.99,374.18,1170.81,1510.99,1170.81,177.25,374.18,1170.81,1170.81,250.08,374.18,257.08,374.18,177.25,177.25,191.66,374.18,374.18,121.91,191.66,1310.06,121.91,0.00,121.91,0.00,168.03,578.02,807.67,0.00,20.47,121.91,191.66,0.00,121.91,121.91,191.66,121.91,191.66,121.91,121.91,121.91,121.91,5227.05,5227.05,5148.01,5550.75,5114.18,4770.33,4476.16,4762.38,4695.92
N29111R,3485.41,3532.18,3601.85,3453.22,4035.38,4035.38,3684.39,3876.90,4006.98,4180.57,4405.24,3842.87,4242.91,3959.68,4116.87,3878.82,3680.36,3946.50,3538.84,3538.84,3546.45,3222.18,4066.76,4066.76,4151.32,4151.32,4116.87,3708.98,3708.98,3552.35,3447.69,3519.84,3630.97,3430.01,3509.99,3250.77,3163.12,3512.02,3844.43,3726.98,3453.51,3649.82,3493.97,3315.99,3509.99,3345.18,3649.50,3649.50,3258.89,3585.72,3502.25,3540.79,3570.40,3623.95,3670.20,3961.24,3787.02,3918.63,3491.34,3413.01,3381.57,3105.73,3266.34,3759.91,3517.13,3186.98,3532.18,3294.88,3530.79,4397.62,4339.63,4267.78,4397.62,4267.78,4267.78,4483.59,4397.62,4336.27,4203.46,4336.27,4089.66,4333.83,4619.24,4535.83,4613.43,4333.83,4665.39,4677.34,4541.31,5278.15,4755.55,4629.91,4497.27,4792.26,4143.45,4593.21,5278.15,5071.72,4707.62,5278.15,1468.32,5071.72,5278.15,5278.15,5278.15,1468.32,5278.15,1468.32,1240.53,1240.53,1468.32,1468.32,1240.53,1580.71,4282.51,1240.53,1379.78,1379.78,1240.53,1240.53,1240.53,1240.53,1580.71,1468.32,1468.32,1468.32,1468.32,1468.32,1468.32,1379.78,1580.71,443.90,1240.53,1580.71,1240.53,246.97,443.90,1240.53,1240.53,319.79,443.90,326.80,443.90,246.97,246.97,261.38,443.90,443.90,0.00,261.38,1379.78,0.00,135.09,0.00,135.09,237.74,647.74,867.34,135.09,155.56,0.00,261.38,135.09,0.00,0.00,261.38,0.00,261.38,0.00,0.00,0.00,0.00,5286.72,5286.72,5207.68,5610.42,5173.84,4830.00,4535.83,4822.05,4755.59
N29111S,3425.74,3472.51,3542.18,3393.55,3975.71,3975.71,3624.72,3817.23,3947.31,4120.90,4345.57,3783.20,4183.24,3900.01,4057.20,3819.15,3620.69,3886.83,3479.17,3479.17,3486.78,3162.51,4007.09,4007.09,4091.65,4091.65,4057.20,3649.31,3649.31,3492.68,3388.02,3460.18,3571.30,3370.34,3450.33,3191.10,3103.45,3452.35,3784.77,3667.31,3393.84,3590.16,3434.30,3256.33,3450.33,3285.51,3589.83,3589.83,3199.22,3526.06,3442.58,3481.12,3510.74,3564.28,3610.53,3901.57,3727.35,3858.96,3431.67,3353.34,3321.90,3046.06,3206.67,3700.24,3457.46,3127.31,3472.51,3235.22,3471.12,4337.95,4279.96,4208.12,4337.95,4208.12,4208.12,4423.92,4337.95,4276.60,4143.79,4276.60,4029.99,4274.16,4559.57,4476.16,4553.76,4274.16,4605.72,4617.67,4481.65,5218.48,4695.88,4570.24,4437.60,4732.59,4083.78,4533.54,5218.48,5012.05,4647.95,5218.48,1398.60,5012.05,5218.48,5218.48,5218.48,1398.60,5218.48,1398.60,1170.81,1170.81,1398.60,1398.60,1170.81,1510.99,4222.84,1170.81,1310.06,1310.06,1170.81,1170.81,1170.81,1170.81,1510.99,1398.60,1398.60,1398.60,1398.60,1398.60,1398.60,1310.06,1510.99,374.18,1170.81,1510.99,1170.81,177.25,374.18,1170.81,1170.81,250.08,374.18,257.08,374.18,177.25,177.25,191.66,374.18,374.18,121.91,191.66,1310.06,121.91,0.00,121.91,0.00,168.03,578.02,807.67,0.00,20.47,121.91,191.66,0.00,121.91,121.91,191.66,121.91,191.66,121.91,121.91,121.91,121.91,5227.05,5227.05,5148.01,5550.75,5114.18,4770.33,4476.16,4762.38,4695.92
N29111T,3282.08,3328.86,3398.52,3249.90,3832.06,3832.06,3481.07,3673.57,3803.66,3977.25,4201.92,3639.55,4039.58,3756.35,3913.55,3675.50,3477.04,3743.18,3335.51,3335.51,3343.13,3018.86,3863.44,3863.44,3948.00,3948.00,3913.55,3505.65,3505.65,3349.02,3244.37,3316.52,3427.65,3226.68,3306.67,3047.45,2959.80,3308.69,3641.11,3523.65,3250.19,3446.50,3352.33,3112.67,3306.67,3141.86,3446.17,3446.17,3055.57,3382.40,3298.93,3337.46,3367.08,3420.62,3466.88,3757.91,3583.70,3715.30,3288.01,3209.68,3178.24,2902.41,3063.01,3556.58,3313.81,2983.65,3328.86,3091.56,3327.47,4194.30,4136.30,4064.46,4194.30,4064.46,4064.46,4280.26,4194.30,4132.95,4000.14,4132.95,3886.33,4130.50,4415.91,4332.51,4410.11,4130.50,4462.07,4474.02,4337.99,5074.83,4552.22,4426.59,4293.95,4588.93,3940.12,4389.89,5074.83,4868.39,4504.30,5074.83,1230.58,4868.39,5074.83,5074.83,5074.83,1230.58,5074.83,1230.58,1002.79,1002.79,1230.58,1230.58,1002.79,1342.97,4079.18,1002.79,1142.04,1142.04,1002.79,1002.79,1002.79,1002.79,1342.97,1230.58,1230.58,1230.58,1230.58,1230.58,1230.58,1142.04,1342.97,206.16,1002.79,1342.97,1002.79,9.23,206.16,1002.79,1002.79,82.05,206.16,89.05,206.16,9.23,9.23,23.64,206.16,206.16,256.59,23.64,1142.04,256.59,134.68,256.59,134.68,0.00,409.99,901.92,134.68,155.15,256.59,23.64,134.68,256.59,256.59,23.64,256.59,23.64,256.59,256.59,256.59,256.59,5083.39,5083.39,5004.35,5407.10,4970.52,4626.67,4332.51,4618.73,4552.26
N29111V,3322.02,3368.79,3438.46,3289.83,3871.99,3871.99,3521.00,3713.51,3843.59,4017.18,4241.85,3679.48,4079.52,3796.28,3953.48,3715.43,3516.97,3783.11,3375.45,3375.45,3383.06,3058.79,3903.37,3903.37,3987.93,3987.93,3953.48,3545.59,3545.59,3388.96,3284.30,3356.45,3467.58,3266.62,3346.60,3087.38,2999.73,3348.63,3681.04,3563.59,3290.12,3486.43,3392.26,3152.60,3346.60,3181.79,3486.11,3486.11,3095.50,3422.33,3338.86,3377.39,3407.01,3460.56,3506.81,3797.85,3623.63,3755.24,3327.95,3249.62,3218.17,2942.34,3102.94,3596.51,3353.74,3023.59,3368.79,3131.49,3367.40,4234.23,4176.24,4104.39,4234.23,4104.39,4104.39,4320.20,4234.23,4172.88,4040.07,4172.88,3926.27,4170.44,4455.85,4372.44,4450.04,4170.44,4502.00,4513.95,4377.92,5114.76,4592.16,4466.52,4333.88,4628.87,3980.06,4429.82,5114.76,4908.33,4544.23,5114.76,1270.51,4908.33,5114.76,5114.76,5114.76,1270.51,5114.76,1270.51,1042.72,1042.72,1270.51,1270.51,1042.72,1382.90,4119.12,1042.72,1181.97,1181.97,1042.72,1042.72,1042.72,1042.72,1382.90,1270.51,1270.51,1270.51,1270.51,1270.51,1270.51,1181.97,1382.90,438.04,1042.72,1382.90,1042.72,408.71,438.04,1042.72,1042.72,481.54,438.04,320.94,438.04,408.71,408.71,423.12,438.04,438.04,656.07,423.12,1181.97,656.07,534.17,656.07,534.17,437.49,0.00,1301.41,534.17,554.63,656.07,423.12,534.17,656.07,656.07,423.12,656.07,423.12,656.07,656.07,656.07,656.07,5123.32,5123.32,5044.28,5447.03,5010.45,4666.61,4372.44,4658.66,4592.20
N29111W,3650.48,3697.26,3766.92,3618.30,4200.46,4200.46,3849.47,4041.97,4172.06,4345.65,4570.32,4007.95,4407.98,4124.75,4281.95,4043.90,3845.44,4111.58,3703.91,3703.91,3711.53,3387.26,4231.84,4231.84,4316.40,4316.40,4281.95,3874.05,3874.05,3717.42,3612.77,3684.92,3796.05,3595.08,3675.07,3415.84,3328.20,3677.09,4009.51,3892.05,3618.59,3814.90,3692.21,3481.07,3675.07,3510.26,3814.57,3814.57,3423.97,3750.80,3667.33,3705.86,3735.48,3789.02,3835.28,4126.31,3952.10,4083.70,3656.41,3578.08,3546.64,3270.81,3431.41,3924.98,3682.21,3352.05,3697.26,3459.96,3695.87,4562.70,4504.70,4432.86,4562.70,4432.86,4432.86,4648.66,4562.70,4501.35,4368.54,4501.35,4254.73,4498.90,4784.31,4700.91,4778.51,4498.90,4830.47,4842.42,4706.39,5443.23,4920.62,4794.99,4662.35,4957.33,4308.52,4758.29,5443.23,5236.79,4872.70,5443.23,1598.97,5236.79,5443.23,5443.23,5443.23,1598.97,5443.23,1598.97,1371.19,1371.19,1598.97,1598.97,1371.19,1711.37,4447.58,1371.19,1510.44,1510.44,1371.19,1371.19,1371.19,1371.19,1711.37,1598.97,1598.97,1598.97,1598.97,1598.97,1598.97,1510.44,1711.37,574.56,1371.19,1711.37,1371.19,377.63,574.56,1371.19,1371.19,450.45,574.56,457.45,574.56,377.63,377.63,392.04,574.56,574.56,445.12,392.04,1510.44,445.12,323.22,445.12,323.22,368.40,778.39,0.00,323.22,343.69,445.12,392.04,323.22,445.12,445.12,392.04,445.12,392.04,445.12,445.12,445.12,445.12,5451.79,5451.79,5372.75,5775.50,5338.92,4995.07,4700.91,4987.13,4920.66
N29112Q,3425.74,3472.51,3542.18,3393.55,3975.71,3975.71,3624.72,3817.23,3947.31,4120.90,4345.57,3783.20,4183.24,3900.01,4057.20,3819.15,3620.69,3886.83,3479.17,3479.17,3486.78,3162.51,4007.09,4007.09,4091.65,4091.65,4057.20,3649.31,3649.31,3492.68,3388.02,3460.18,3571.30,3370.34,3450.33,3191.10,3103.45,3452.35,3784.77,3667.31,3393.84,3590.16,3434.30,3256.33,3450.33,3285.51,3589.83,3589.83,3199.22,3526.06,3442.58,3481.12,3510.74,3564.28,3610.53,3901.57,3727.35,3858.96,3431.67,3353.34,3321.90,3046.06,3206.67,3700.24,3457.46,3127.31,3472.51,3235.22,3471.12,4337.95,4279.96,4208.12,4337.95,4208.12,4208.12,4423.92,4337.95,4276.60,4143.79,4276.60,4029.99,4274.16,4559.57,4476.16,4553.76,4274.16,4605.72,4617.67,4481.65,5218.48,4695.88,4570.24,4437.60,4732.59,4083.78,4533.54,5218.48,5012.05,4647.95,5218.48,1398.60,5012.05,5218.48,5218.48,5218.48,1398.60,5218.48,1398.60,1170.81,1170.81,1398.60,1398.60,1170.81,1510.99,4222.84,1170.81,1310.06,1310.06,1170.81,1170.81,1170.81,1170.81,1510.99,1398.60,1398.60,1398.60,1398.60,1398.60,1398.60,1310.06,1510.99,374.18,1170.81,1510.99,1170.81,177.25,374.18,1170.81,1170.81,250.08,374.18,257.08,374.18,177.25,177.25,191.66,374.18,374.18,121.91,191.66,1310.06,121.91,0.00,121.91,0.00,168.03,578.02,807.67,0.00,20.47,121.91,191.66,0.00,121.91,121.91,191.66,121.91,191.66,121.91,121.91,121.91,121.91,5227.05,5227.05,5148.01,5550.75,5114.18,4770.33,4476.16,4762.38,4695.92
N29113R,3405.27,3452.05,3521.71,3373.09,3955.25,3955.25,3604.26,3796.76,3926.85,4100.44,4325.10,3762.74,4162.77,3879.54,4036.74,3798.69,3600.22,3866.37,3458.70,3458.70,3466.32,3142.05,3986.63,3986.63,4071.19,4071.19,4036.74,3628.84,3628.84,3472.21,3367.56,3439.71,3550.84,3349.87,3429.86,3170.63,3082.99,3431.88,3764.30,3646.84,3373.38,3569.69,3413.83,3235.86,3429.86,3265.05,3569.36,3569.36,3178.76,3505.59,3422.11,3460.65,3490.27,3543.81,3590.07,3881.10,3706.89,3838.49,3411.20,3332.87,3301.43,3025.60,3186.20,3679.77,3437.00,3106.84,3452.05,3214.75,3450.66,4317.49,4259.49,4187.65,4317.49,4187.65,4187.65,4403.45,4317.49,4256.13,4123.33,4256.13,4009.52,4253.69,4539.10,4455.69,4533.30,4253.69,4585.26,4597.21,4461.18,5198.02,4675.41,4549.77,4417.14,4712.12,4063.31,4513.08,5198.02,4991.58,4627.49,5198.02,1378.13,4991.58,5198.02,5198.02,5198.02,1378.13,5198.02,1378.13,1150.34,1150.34,1378.13,1378.13,1150.34,1490.52,4202.37,1150.34,1289.60,1289.60,1150.34,1150.34,1150.34,1150.34,1490.52,1378.13,1378.13,1378.13,1378.13,1378.13,1378.13,1289.60,1490.52,353.72,1150.34,1490.52,1150.34,156.78,353.72,1150.34,1150.34,229.61,353.72,236.61,353.72,156.78,156.78,171.20,353.72,353.72,101.44,171.20,1289.60,101.44,41.24,101.44,41.24,147.56,557.55,787.20,41.24,0.00,101.44,171.20,41.24,101.44,101.44,171.20,101.44,171.20,101.44,101.44,101.44,101.44,5206.58,5206.58,5127.54,5530.29,5093.71,4749.86,4455.69,4741.92,4675.45
N29121G,3485.41,3532.18,3601.85,3453.22,4035.38,4035.38,3684.39,3876.90,4006.98,4180.57,4405.24,3842.87,4242.91,3959.68,4116.87,3878.82,3680.36,3946.50,3538.84,3538.84,3546.45,3222.18,4066.76,4066.76,4151.32,4151.32,4116.87,3708.98,3708.98,3552.35,3447.69,3519.84,3630.97,3430.01,3509.99,3250.77,3163.12,3512.02,3844.43,3726.98,3453.51,3649.82,3493.97,3315.99,3509.99,3345.18,3649.50,3649.50,3258.89,3585.72,3502.25,3540.79,3570.40,3623.95,3670.20,3961.24,3787.02,3918.63,3491.34,3413.01,3381.57,3105.73,3266.34,3759.91,3517.13,3186.98,3532.18,3294.88,3530.79,4397.62,4339.63,4267.78,4397.62,4267.78,4267.78,4483.59,4397.62,4336.27,4203.46,4336.27,4089.66,4333.83,4619.24,4535.83,4613.43,4333.83,4665.39,4677.34,4541.31,5278.15,4755.55,4629.91,4497.27,4792.26,4143.45,4593.21,5278.15,5071.72,4707.62,5278.15,1468.32,5071.72,5278.15,5278.15,5278.15,1468.32,5278.15,1468.32,1240.53,1240.53,1468.32,1468.32,1240.53,1580.71,4282.51,1240.53,1379.78,1379.78,1240.53,1240.53,1240.53,1240.53,1580.71,1468.32,1468.32,1468.32,1468.32,1468.32,1468.32,1379.78,1580.71,443.90,1240.53,1580.71,1240.53,246.97,443.90,1240.53,1240.53,319.79,443.90,326.80,443.90,246.97,246.97,261.38,443.90,443.90,0.00,261.38,1379.78,0.00,135.09,0.00,135.09,237.74,647.74,867.34,135.09,155.56,0.00,261.38,135.09,0.00,0.00,261.38,0.00,261.38,0.00,0.00,0.00,0.00,5286.72,5286.72,5207.68,5610.42,5173.84,4830.00,4535.83,4822.05,4755.59
N29121J,3296.45,3343.22,3412.89,3264.26,3846.42,3846.42,3495.43,3687.94,3818.02,3991.61,4216.28,3653.91,4053.95,3770.72,3927.91,3689.86,3491.40,3757.54,3349.88,3349.88,3357.49,3033.22,3877.80,3877.80,3962.36,3962.36,3927.91,3520.02,3520.02,3363.39,3258.73,3330.89,3442.01,3241.05,3321.04,3061.81,2974.16,3323.06,3655.48,3538.02,3264.55,3460.87,3366.69,3127.04,3321.04,3156.22,3460.54,3460.54,3069.93,3396.77,3313.29,3351.83,3381.44,3434.99,3481.24,3772.28,3598.06,3729.67,3302.38,3224.05,3192.61,2916.77,3077.38,3570.95,3328.17,2998.02,3343.22,3105.93,3341.83,4208.66,4150.67,4078.83,4208.66,4078.83,4078.83,4294.63,4208.66,4147.31,4014.50,4147.31,3900.70,4144.87,4430.28,4346.87,4424.47,4144.87,4476.43,4488.38,4352.35,5089.19,4566.59,4440.95,4308.31,4603.30,3954.49,4404.25,5089.19,4882.76,4518.66,5089.19,1244.94,4882.76,5089.19,5089.19,5089.19,1244.94,5089.19,1244.94,1017.15,1017.15,1244.94,1244.94,1017.15,1357.33,4093.55,1017.15,1156.40,1156.40,1017.15,1017.15,1017.15,1017.15,1357.33,1244.94,1244.94,1244.94,1244.94,1244.94,1244.94,1156.40,1357.33,220.52,1017.15,1357.33,1017.15,23.59,220.52,1017.15,1017.15,58.41,220.52,103.42,220.52,23.59,23.59,0.00,220.52,220.52,232.95,0.00,1156.40,232.95,111.04,232.95,111.04,14.37,424.36,878.29,111.04,131.51,232.95,0.00,111.04,232.95,232.95,0.00,232.95,0.00,232.95,232.95,232.95,232.95,5097.76,5097.76,5018.72,5421.46,4984.89,4641.04,4346.87,4633.09,4566.63
