detid_Y,K13D2.11,K13D2.12,K13D4.11,K13D4.12,K16D1.1,K16D2.1,K16D3.1,K16D4.2,K16D5.1,K16D6.1,K16D6.2,K17D2.11,K17D2.12,K1D3.1,K1PIR5.11,K1PIR5.12,K1PIR6.12,K20D4.11,K21D1.1,K21D2.1,K21D4.1,K21D5.1,K21D6.1,K2D3.11,K31D4.11,K31D5.1,K31D5.2,K33.D3.1,K33.D4.1,K4D3.1,K4D5.11,K4RD1.12,K50D1.1,K50D2.1,K50D3.1,K50D4.1,K50D5.1,K51D3.1,K51D3.2,K51D4.11,K51D5.11,K7D11.11,K7D2.11,K7D3.1,K7D5.11,K7D5.12,K7D6.11,K7D7.11,K7D8.1,K7D8.11,K8D3.11,K8D4.11,Z1,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z2,Z20,Z21.1,Z22,Z23,Z24,Z25,Z29,Z3,Z33,Z34,Z35,Z37,Z38,Z39,Z4,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z5,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z6,Z61,Z62,Z63,Z64,Z7,Z71,Z72,Z8,Z80,Z81,Z82,Z83,Z84,Z85,Z86,Z87,Z88,Z89,Z9,Z90,Z91,Z92,Z93,Z94
Z22,3825.62,3825.62,4078.74,4078.74,3451.16,3451.16,3451.16,3469.35,3469.35,3469.35,3469.35,3419.44,3419.44,2837.18,2837.18,2837.18,2837.18,2722.95,2277.42,2277.42,2277.42,2277.42,2277.42,3039.82,2599.03,2633.81,2633.81,2455.92,2455.92,3556.60,3453.35,3515.55,3135.42,3135.42,3135.42,3135.42,3135.42,3266.74,3266.74,3266.74,3266.74,4304.66,4211.64,4235.35,4679.92,4679.92,4235.35,4161.61,4213.65,4161.61,3957.44,3957.44,2995.85,3094.82,3116.78,3116.78,4264.66,4264.66,4262.41,4133.75,4133.75,2877.50,2877.50,2995.85,2385.79,2663.78,0.00,162.22,685.33,16.84,3957.44,2722.95,5797.43,2165.39,4262.41,5797.43,7042.01,7042.01,2722.95,6067.57,5693.00,5488.28,2427.09,5488.28,2492.08,2165.39,2531.40,2418.60,2418.60,2995.85,1400.01,1400.01,469.33,2511.49,3291.80,3291.80,2427.09,2995.85,4064.56,4064.56,3830.60,3830.60,3469.53,5598.89,5598.89,3469.53,8325.83,8325.83,8325.83,8325.83,5865.00,5865.00,5865.00,5821.18,5821.18,5821.18,3202.65,6004.46,6004.46,6004.46,6004.46,5771.44
Z23,3783.71,3783.71,4036.83,4036.83,3409.25,3409.25,3409.25,3427.44,3427.44,3427.44,3427.44,3377.53,3377.53,2795.27,2795.27,2795.27,2795.27,2681.04,2235.51,2235.51,2235.51,2235.51,2235.51,2997.91,2557.12,2591.90,2591.90,2414.01,2414.01,3514.70,3411.44,3473.64,3093.51,3093.51,3093.51,3093.51,3093.51,3224.83,3224.83,3224.83,3224.83,4262.75,4169.73,4193.44,4638.01,4638.01,4193.44,4119.70,4171.74,4119.70,3915.53,3915.53,2953.94,3052.91,3074.87,3074.87,4222.75,4222.75,4220.50,4091.84,4091.84,2835.60,2835.60,2953.94,2343.88,2621.87,175.38,0.00,523.11,158.54,3915.53,2681.04,5755.52,2123.48,4220.50,5755.52,7000.10,7000.10,2681.04,6025.66,5651.10,5446.37,2385.18,5446.37,2450.17,2123.48,2489.49,2376.69,2376.69,2953.94,1358.10,1358.10,427.43,2469.58,3249.90,3249.90,2385.18,2953.94,4022.65,4022.65,3788.69,3788.69,3427.62,5556.98,5556.98,3427.62,8283.92,8283.92,8283.92,8283.92,5823.09,5823.09,5823.09,5779.28,5779.28,5779.28,3160.74,5962.55,5962.55,5962.55,5962.55,5729.53
Z24,4277.20,4277.20,4530.32,4530.32,3902.74,3902.74,3902.74,3920.93,3920.93,3920.93,3920.93,3871.01,3871.01,3288.76,3288.76,3288.76,3288.76,3174.53,2729.00,2729.00,2729.00,2729.00,2729.00,3491.40,3050.61,3085.39,3085.39,2907.50,2907.50,4008.18,3904.93,3967.13,3587.00,3587.00,3587.00,3587.00,3587.00,3718.32,3718.32,3718.32,3718.32,4756.24,4663.22,4686.93,5131.50,5131.50,4686.93,4613.19,4665.23,4613.19,4409.02,4409.02,3447.43,3546.40,3568.36,3568.36,4716.24,4716.24,4713.99,4585.33,4585.33,3329.08,3329.08,3447.43,2837.37,3115.36,668.87,493.49,0.00,652.02,4409.02,3174.53,6249.01,2616.97,4713.99,6249.01,7493.59,7493.59,3174.53,6519.15,6144.58,5939.86,2878.67,5939.86,2943.66,2616.97,2982.97,2870.18,2870.18,3447.43,1851.59,1851.59,920.91,2963.07,3743.38,3743.38,2878.67,3447.43,4516.14,4516.14,4282.17,4282.17,3921.11,6050.47,6050.47,3921.11,8777.41,8777.41,8777.41,8777.41,6316.58,6316.58,6316.58,6272.76,6272.76,6272.76,3654.23,6456.04,6456.04,6456.04,6456.04,6223.02
Z25,3808.77,3808.77,4061.89,4061.89,3434.32,3434.32,3434.32,3452.51,3452.51,3452.51,3452.51,3402.59,3402.59,2820.33,2820.33,2820.33,2820.33,2706.11,2260.58,2260.58,2260.58,2260.58,2260.58,3022.97,2582.18,2616.96,2616.96,2439.07,2439.07,3539.76,3436.51,3498.71,3118.58,3118.58,3118.58,3118.58,3118.58,3249.90,3249.90,3249.90,3249.90,4287.82,4194.80,4218.50,4663.08,4663.08,4218.50,4144.77,4196.80,4144.77,3940.59,3940.59,2979.00,3077.98,3099.93,3099.93,4247.81,4247.81,4245.57,4116.90,4116.90,2860.66,2860.66,2979.00,2368.95,2646.93,16.84,145.38,668.49,0.00,3940.59,2706.11,5780.58,2148.54,4245.57,5780.58,7025.16,7025.16,2706.11,6050.73,5676.16,5471.44,2410.25,5471.44,2475.23,2148.54,2514.55,2401.76,2401.76,2979.00,1383.17,1383.17,452.49,2494.65,3274.96,3274.96,2410.25,2979.00,4047.71,4047.71,3813.75,3813.75,3452.69,5582.04,5582.04,3452.69,8308.98,8308.98,8308.98,8308.98,5848.15,5848.15,5848.15,5804.34,5804.34,5804.34,3185.80,5987.61,5987.61,5987.61,5987.61,5754.59
Z29,886.45,886.45,886.53,886.53,1255.02,1255.02,1255.02,1236.82,1236.82,1236.82,1236.82,1228.72,1228.72,1120.26,1120.26,1120.26,1120.26,1288.18,1689.01,1689.01,1689.01,1689.01,1689.01,917.62,1576.86,1611.64,1611.64,2046.30,2046.30,482.94,504.08,441.89,1418.51,1418.51,1418.51,1418.51,1418.51,1549.83,1549.83,1549.83,1549.83,478.02,520.39,519.41,963.98,963.98,519.41,562.66,507.46,562.66,0.00,0.00,1278.93,862.62,926.07,926.07,665.71,665.71,304.98,1194.58,1194.58,1673.08,1673.08,1278.93,1580.64,1302.65,3958.43,3924.52,4447.63,3941.58,0.00,1288.18,5180.50,2012.96,304.98,5180.50,6425.08,6425.08,1288.18,5544.40,5076.08,4869.49,2017.47,4869.49,2190.76,2012.96,1644.49,2008.98,2008.98,1278.93,2566.41,2566.41,3761.86,2101.87,1591.55,1591.55,2017.47,1278.93,2758.51,2758.51,2113.68,2113.68,1278.82,4786.39,4786.39,1278.82,6724.30,6724.30,6724.30,6724.30,4118.29,4118.29,4118.29,4134.90,4134.90,4134.90,754.79,4257.75,4257.75,4257.75,4257.75,4465.39
Z3,1102.67,1102.67,1355.79,1355.79,728.21,728.21,728.21,746.40,746.40,746.40,746.40,696.49,696.49,114.23,114.23,114.23,114.23,0.00,682.97,682.97,682.97,682.97,682.97,316.87,570.83,605.61,605.61,1040.27,1040.27,833.65,730.40,792.60,412.47,412.47,412.47,412.47,412.47,543.79,543.79,543.79,543.79,1581.71,1488.69,1512.40,1956.97,1956.97,1512.40,1438.66,1490.70,1438.66,1234.49,1234.49,272.90,371.87,393.83,393.83,1541.71,1541.71,1539.46,1410.80,1410.80,667.04,667.04,272.90,574.60,296.61,2952.39,2918.48,3441.59,2935.55,1234.49,0.00,4174.47,1006.93,1539.46,4174.47,5419.05,5419.05,0.00,4538.37,4070.04,3863.45,1011.44,3863.45,1184.73,1006.93,638.46,1002.95,1002.95,272.90,1560.38,1560.38,2755.82,1095.84,585.51,585.51,1011.44,272.90,1752.48,1752.48,1107.65,1107.65,746.58,3780.36,3780.36,746.58,5748.06,5748.06,5748.06,5748.06,3142.05,3142.05,3142.05,3158.66,3158.66,3158.66,479.70,3281.51,3281.51,3281.51,3281.51,3459.36
Z33,4707.95,4707.95,4708.03,4708.03,4426.87,4426.87,4426.87,4408.68,4408.68,4408.68,4408.68,4581.20,4581.20,4068.97,4068.97,4068.97,4068.97,4143.57,4017.36,4017.36,4017.36,4017.36,4017.36,4271.61,3808.97,3843.76,3843.76,3343.37,3343.37,4788.40,4685.15,4747.34,3770.72,3770.72,3770.72,3770.72,3770.72,3639.41,3639.41,3639.41,3639.41,5180.01,5086.99,5020.40,5136.98,5136.98,5020.40,5043.94,5064.84,5043.94,5189.23,5189.23,3910.30,4326.62,4348.57,4348.57,4915.08,4915.08,5240.78,5016.08,5016.08,3956.67,3956.67,3910.30,4037.85,4158.04,5779.11,5745.20,6268.31,5762.26,5189.23,4143.57,0.00,3621.72,5240.78,0.00,1244.58,1244.58,4143.57,363.90,104.42,793.44,3372.20,793.44,3376.69,3621.72,3741.34,3481.51,3481.51,3910.30,4387.09,4387.09,5582.54,3287.80,3597.68,3597.68,3372.20,3910.30,2894.11,2894.11,3208.15,3208.15,4641.90,705.57,705.57,4641.90,3990.32,3990.32,3990.32,3990.32,1535.62,1535.62,1535.62,1485.68,1485.68,1485.68,4434.44,1675.08,1675.08,1675.08,1675.08,1435.93
Z34,1870.90,1870.90,2124.02,2124.02,1496.44,1496.44,1496.44,1514.63,1514.63,1514.63,1514.63,1464.72,1464.72,882.46,882.46,882.46,882.46,768.23,472.61,472.61,472.61,472.61,472.61,1085.10,433.64,468.42,468.42,290.53,290.53,1601.89,1498.63,1560.83,1180.70,1180.70,1180.70,1180.70,1180.70,1168.14,1168.14,1168.14,1168.14,2349.95,2256.92,2280.63,2725.20,2725.20,2280.63,2206.89,2258.93,2206.89,2002.72,2002.72,1041.13,1140.10,1162.06,1162.06,2309.94,2309.94,2307.70,2179.03,2179.03,771.61,771.61,1041.13,580.98,782.70,2157.39,2123.48,2646.59,2140.54,2002.72,768.23,3633.91,0.00,2307.70,3633.91,4878.49,4878.49,768.23,3997.81,3529.49,3322.90,261.71,3322.90,413.49,0.00,366.01,253.22,253.22,1041.13,765.37,765.37,1960.82,346.11,1126.42,1126.42,261.71,1041.13,1899.17,1899.17,1681.42,1681.42,1514.81,3433.50,3433.50,1514.81,6160.44,6160.44,6160.44,6160.44,3705.74,3705.74,3705.74,3655.80,3655.80,3655.80,1247.93,3845.20,3845.20,3845.20,3845.20,3606.05
Z35,581.48,581.48,581.56,581.56,950.04,950.04,950.04,931.85,931.85,931.85,931.85,1104.38,1104.38,1425.24,1425.24,1425.24,1425.24,1593.15,1993.98,1993.98,1993.98,1993.98,1993.98,1222.60,1881.84,1916.62,1916.62,2351.28,2351.28,787.92,809.06,746.86,1723.48,1723.48,1723.48,1723.48,1723.48,1854.80,1854.80,1854.80,1854.80,173.04,215.41,214.43,659.01,659.01,214.43,257.68,202.48,257.68,304.98,304.98,1583.91,1167.59,1231.04,1231.04,360.73,360.73,0.00,889.61,889.61,1978.05,1978.05,1583.91,1885.61,1607.62,4263.40,4229.49,4752.60,4246.56,304.98,1593.15,5203.88,2317.94,0.00,5203.88,6448.46,6448.46,1593.15,5567.78,5099.45,4913.84,2322.45,4913.84,2495.74,2317.94,1949.47,2313.96,2313.96,1583.91,2871.39,2871.39,4066.83,2406.85,1896.52,1896.52,2322.45,1583.91,3063.49,3063.49,2418.66,2418.66,1165.07,4498.31,4498.31,1165.07,6419.32,6419.32,6419.32,6419.32,3813.31,3813.31,3813.31,3829.92,3829.92,3829.92,1059.76,3952.77,3952.77,3952.77,3952.77,4177.30
Z37,4707.95,4707.95,4708.03,4708.03,4426.87,4426.87,4426.87,4408.68,4408.68,4408.68,4408.68,4581.20,4581.20,4068.97,4068.97,4068.97,4068.97,4143.57,4017.36,4017.36,4017.36,4017.36,4017.36,4271.61,3808.97,3843.76,3843.76,3343.37,3343.37,4788.40,4685.15,4747.34,3770.72,3770.72,3770.72,3770.72,3770.72,3639.41,3639.41,3639.41,3639.41,5180.01,5086.99,5020.40,5136.98,5136.98,5020.40,5043.94,5064.84,5043.94,5189.23,5189.23,3910.30,4326.62,4348.57,4348.57,4915.08,4915.08,5240.78,5016.08,5016.08,3956.67,3956.67,3910.30,4037.85,4158.04,5779.11,5745.20,6268.31,5762.26,5189.23,4143.57,0.00,3621.72,5240.78,0.00,1244.58,1244.58,4143.57,363.90,104.42,793.44,3372.20,793.44,3376.69,3621.72,3741.34,3481.51,3481.51,3910.30,4387.09,4387.09,5582.54,3287.80,3597.68,3597.68,3372.20,3910.30,2894.11,2894.11,3208.15,3208.15,4641.90,705.57,705.57,4641.90,3990.32,3990.32,3990.32,3990.32,1535.62,1535.62,1535.62,1485.68,1485.68,1485.68,4434.44,1675.08,1675.08,1675.08,1675.08,1435.93
Z38,5952.53,5952.53,5952.61,5952.61,5671.44,5671.44,5671.44,5653.25,5653.25,5653.25,5653.25,5825.78,5825.78,5313.55,5313.55,5313.55,5313.55,5388.14,5261.94,5261.94,5261.94,5261.94,5261.94,5516.19,5053.55,5088.34,5088.34,4587.95,4587.95,6032.98,5929.73,5991.92,5015.30,5015.30,5015.30,5015.30,5015.30,4883.98,4883.98,4883.98,4883.98,6424.59,6331.56,6264.98,6381.56,6381.56,6264.98,6288.52,6309.42,6288.52,6433.81,6433.81,5154.88,5571.19,5593.15,5593.15,6159.65,6159.65,6485.36,6260.66,6260.66,5201.25,5201.25,5154.88,5282.42,5402.62,7023.69,6989.77,7512.89,7006.84,6433.81,5388.14,1244.58,4866.30,6485.36,1244.58,0.00,0.00,5388.14,1100.55,1349.00,2038.02,4616.78,2038.02,4621.27,4866.30,4985.92,4726.09,4726.09,5154.88,5631.67,5631.67,6827.12,4532.38,4842.26,4842.26,4616.78,5154.88,4138.69,4138.69,4452.73,4452.73,5886.48,1950.15,1950.15,5886.48,3375.33,3375.33,3375.33,3375.33,2780.20,2780.20,2780.20,2730.26,2730.26,2730.26,5679.02,2919.66,2919.66,2919.66,2919.66,2680.51
Z39,5952.53,5952.53,5952.61,5952.61,5671.44,5671.44,5671.44,5653.25,5653.25,5653.25,5653.25,5825.78,5825.78,5313.55,5313.55,5313.55,5313.55,5388.14,5261.94,5261.94,5261.94,5261.94,5261.94,5516.19,5053.55,5088.34,5088.34,4587.95,4587.95,6032.98,5929.73,5991.92,5015.30,5015.30,5015.30,5015.30,5015.30,4883.98,4883.98,4883.98,4883.98,6424.59,6331.56,6264.98,6381.56,6381.56,6264.98,6288.52,6309.42,6288.52,6433.81,6433.81,5154.88,5571.19,5593.15,5593.15,6159.65,6159.65,6485.36,6260.66,6260.66,5201.25,5201.25,5154.88,5282.42,5402.62,7023.69,6989.77,7512.89,7006.84,6433.81,5388.14,1244.58,4866.30,6485.36,1244.58,0.00,0.00,5388.14,1100.55,1349.00,2038.02,4616.78,2038.02,4621.27,4866.30,4985.92,4726.09,4726.09,5154.88,5631.67,5631.67,6827.12,4532.38,4842.26,4842.26,4616.78,5154.88,4138.69,4138.69,4452.73,4452.73,5886.48,1950.15,1950.15,5886.48,3375.33,3375.33,3375.33,3375.33,2780.20,2780.20,2780.20,2730.26,2730.26,2730.26,5679.02,2919.66,2919.66,2919.66,2919.66,2680.51
Z4,1102.67,1102.67,1355.79,1355.79,728.21,728.21,728.21,746.40,746.40,746.40,746.40,696.49,696.49,114.23,114.23,114.23,114.23,0.00,682.97,682.97,682.97,682.97,682.97,316.87,570.83,605.61,605.61,1040.27,1040.27,833.65,730.40,792.60,412.47,412.47,412.47,412.47,412.47,543.79,543.79,543.79,543.79,1581.71,1488.69,1512.40,1956.97,1956.97,1512.40,1438.66,1490.70,1438.66,1234.49,1234.49,272.90,371.87,393.83,393.83,1541.71,1541.71,1539.46,1410.80,1410.80,667.04,667.04,272.90,574.60,296.61,2952.39,2918.48,3441.59,2935.55,1234.49,0.00,4174.47,1006.93,1539.46,4174.47,5419.05,5419.05,0.00,4538.37,4070.04,3863.45,1011.44,3863.45,1184.73,1006.93,638.46,1002.95,1002.95,272.90,1560.38,1560.38,2755.82,1095.84,585.51,585.51,1011.44,272.90,1752.48,1752.48,1107.65,1107.65,746.58,3780.36,3780.36,746.58,5748.06,5748.06,5748.06,5748.06,3142.05,3142.05,3142.05,3158.66,3158.66,3158.66,479.70,3281.51,3281.51,3281.51,3281.51,3459.36
Z40,5005.26,5005.26,5005.34,5005.34,4724.18,4724.18,4724.18,4705.99,4705.99,4705.99,4705.99,4878.52,4878.52,4366.28,4366.28,4366.28,4366.28,4440.88,4314.68,4314.68,4314.68,4314.68,4314.68,4568.93,4106.29,4141.07,4141.07,3640.69,3640.69,5085.71,4982.46,5044.66,4068.04,4068.04,4068.04,4068.04,4068.04,3936.72,3936.72,3936.72,3936.72,5477.32,5384.30,5317.72,5434.30,5434.30,5317.72,5341.26,5362.16,5341.26,5486.55,5486.55,4207.61,4623.93,4645.89,4645.89,5212.39,5212.39,5538.10,5313.39,5313.39,4253.99,4253.99,4207.61,4335.16,4455.35,6076.42,6042.51,6565.62,6059.58,5486.55,4440.88,297.31,3919.03,5538.10,297.31,1108.99,1108.99,4440.88,0.00,401.74,1090.76,3669.51,1090.76,3674.01,3919.03,4038.66,3778.82,3778.82,4207.61,4684.41,4684.41,5879.85,3585.12,3895.00,3895.00,3669.51,4207.61,3191.43,3191.43,3505.47,3505.47,4939.21,1002.89,1002.89,4939.21,4287.64,4287.64,4287.64,4287.64,1832.93,1832.93,1832.93,1782.99,1782.99,1782.99,4731.76,1972.39,1972.39,1972.39,1972.39,1733.25
Z41,4603.53,4603.53,4603.61,4603.61,4322.44,4322.44,4322.44,4304.25,4304.25,4304.25,4304.25,4476.78,4476.78,3964.55,3964.55,3964.55,3964.55,4039.14,3912.94,3912.94,3912.94,3912.94,3912.94,4167.19,3704.55,3739.33,3739.33,3238.95,3238.95,4683.97,4580.72,4642.92,3666.30,3666.30,3666.30,3666.30,3666.30,3534.98,3534.98,3534.98,3534.98,5075.58,4982.56,4915.98,5032.56,5032.56,4915.98,4939.52,4960.42,4939.52,5084.81,5084.81,3805.88,4222.19,4244.15,4244.15,4810.65,4810.65,5136.36,4911.66,4911.66,3852.25,3852.25,3805.88,3933.42,4053.61,5674.68,5640.77,6163.88,5657.84,5084.81,4039.14,104.42,3517.30,5136.36,104.42,1349.00,1349.00,4039.14,468.33,0.00,689.02,3267.78,689.02,3272.27,3517.30,3636.92,3377.08,3377.08,3805.88,4282.67,4282.67,5478.11,3183.38,3493.26,3493.26,3267.78,3805.88,2789.69,2789.69,3103.73,3103.73,4537.48,601.15,601.15,4537.48,3885.90,3885.90,3885.90,3885.90,1431.19,1431.19,1431.19,1381.26,1381.26,1381.26,4330.02,1570.65,1570.65,1570.65,1570.65,1331.51
Z42,4485.12,4485.12,4485.20,4485.20,4204.04,4204.04,4204.04,4185.85,4185.85,4185.85,4185.85,4340.22,4340.22,3757.96,3757.96,3757.96,3757.96,3832.55,3706.35,3706.35,3706.35,3706.35,3706.35,3960.60,3497.96,3532.74,3532.74,3032.36,3032.36,4477.39,4374.13,4436.33,3459.71,3459.71,3459.71,3459.71,3459.71,3328.39,3328.39,3328.39,3328.39,4957.18,4864.16,4797.58,4914.16,4914.16,4797.58,4821.12,4842.02,4821.12,4878.22,4878.22,3599.29,4015.60,4037.56,4037.56,4692.25,4692.25,5017.96,4793.26,4793.26,3645.66,3645.66,3599.29,3726.83,3847.03,5468.09,5434.18,5957.29,5451.25,4878.22,3832.55,793.44,3310.71,5017.96,793.44,2038.02,2038.02,3832.55,1157.35,689.02,0.00,3061.19,0.00,3065.68,3310.71,3430.33,3170.50,3170.50,3599.29,4076.08,4076.08,5271.52,2976.79,3286.67,3286.67,3061.19,3599.29,2671.29,2671.29,2897.14,2897.14,4390.31,551.04,551.04,4390.31,3835.79,3835.79,3835.79,3835.79,1381.09,1381.09,1381.09,1331.15,1331.15,1331.15,4123.43,1520.55,1520.55,1520.55,1520.55,1281.40
Z43,1885.70,1885.70,2138.82,2138.82,1511.24,1511.24,1511.24,1529.43,1529.43,1529.43,1529.43,1479.52,1479.52,897.26,897.26,897.26,897.26,783.03,645.16,645.16,645.16,645.16,645.16,1099.90,448.44,483.22,483.22,28.83,28.83,1616.69,1513.44,1575.63,1195.51,1195.51,1195.51,1195.51,1195.51,1182.94,1182.94,1182.94,1182.94,2364.75,2271.72,2295.43,2740.00,2740.00,2295.43,2221.69,2273.73,2221.69,2017.52,2017.52,1055.93,1154.90,1176.86,1176.86,2324.74,2324.74,2322.50,2193.83,2193.83,786.42,786.42,1055.93,677.31,797.50,2406.91,2373.00,2896.11,2390.06,2017.52,783.03,3372.20,249.52,2322.50,3372.20,4616.78,4616.78,783.03,3736.11,3267.78,3061.19,0.00,3061.19,173.29,249.52,380.81,268.02,268.02,1055.93,1014.89,1014.89,2210.34,84.40,1141.22,1141.22,0.00,1055.93,1774.97,1774.97,1557.22,1557.22,1529.61,3171.79,3171.79,1529.61,6036.24,6036.24,6036.24,6036.24,3581.54,3581.54,3581.54,3531.60,3531.60,3531.60,1262.73,3720.99,3720.99,3720.99,3720.99,3481.85
Z44,4485.12,4485.12,4485.20,4485.20,4204.04,4204.04,4204.04,4185.85,4185.85,4185.85,4185.85,4340.22,4340.22,3757.96,3757.96,3757.96,3757.96,3832.55,3706.35,3706.35,3706.35,3706.35,3706.35,3960.60,3497.96,3532.74,3532.74,3032.36,3032.36,4477.39,4374.13,4436.33,3459.71,3459.71,3459.71,3459.71,3459.71,3328.39,3328.39,3328.39,3328.39,4957.18,4864.16,4797.58,4914.16,4914.16,4797.58,4821.12,4842.02,4821.12,4878.22,4878.22,3599.29,4015.60,4037.56,4037.56,4692.25,4692.25,5017.96,4793.26,4793.26,3645.66,3645.66,3599.29,3726.83,3847.03,5468.09,5434.18,5957.29,5451.25,4878.22,3832.55,793.44,3310.71,5017.96,793.44,2038.02,2038.02,3832.55,1157.35,689.02,0.00,3061.19,0.00,3065.68,3310.71,3430.33,3170.50,3170.50,3599.29,4076.08,4076.08,5271.52,2976.79,3286.67,3286.67,3061.19,3599.29,2671.29,2671.29,2897.14,2897.14,4390.31,551.04,551.04,4390.31,3835.79,3835.79,3835.79,3835.79,1381.09,1381.09,1381.09,1331.15,1331.15,1331.15,4123.43,1520.55,1520.55,1520.55,1520.55,1281.40
Z45,2058.99,2058.99,2312.11,2312.11,1684.53,1684.53,1684.53,1702.72,1702.72,1702.72,1702.72,1652.81,1652.81,1070.55,1070.55,1070.55,1070.55,956.32,818.45,818.45,818.45,818.45,818.45,1273.19,621.73,656.51,656.51,144.46,144.46,1789.98,1686.73,1748.92,1368.80,1368.80,1368.80,1368.80,1368.80,1356.23,1356.23,1356.23,1356.23,2538.04,2445.01,2468.72,2913.29,2913.29,2468.72,2394.98,2447.02,2394.98,2190.81,2190.81,1229.22,1328.20,1350.15,1350.15,2498.03,2498.03,2495.79,2367.12,2367.12,959.71,959.71,1229.22,850.60,970.79,2456.66,2422.75,2945.86,2439.81,2190.81,956.32,3376.70,422.81,2495.79,3376.70,4621.28,4621.28,956.32,3740.60,3272.27,3065.68,173.29,3065.68,0.00,422.81,554.10,441.31,441.31,1229.22,1064.64,1064.64,2260.09,88.89,1314.51,1314.51,173.29,1229.22,1779.46,1779.46,1561.71,1561.71,1702.90,3176.29,3176.29,1702.90,6040.73,6040.73,6040.73,6040.73,3586.03,3586.03,3586.03,3536.09,3536.09,3536.09,1436.02,3725.49,3725.49,3725.49,3725.49,3486.34
Z46,1870.90,1870.90,2124.02,2124.02,1496.44,1496.44,1496.44,1514.63,1514.63,1514.63,1514.63,1464.72,1464.72,882.46,882.46,882.46,882.46,768.23,472.61,472.61,472.61,472.61,472.61,1085.10,433.64,468.42,468.42,290.53,290.53,1601.89,1498.63,1560.83,1180.70,1180.70,1180.70,1180.70,1180.70,1168.14,1168.14,1168.14,1168.14,2349.95,2256.92,2280.63,2725.20,2725.20,2280.63,2206.89,2258.93,2206.89,2002.72,2002.72,1041.13,1140.10,1162.06,1162.06,2309.94,2309.94,2307.70,2179.03,2179.03,771.61,771.61,1041.13,580.98,782.70,2157.39,2123.48,2646.59,2140.54,2002.72,768.23,3633.91,0.00,2307.70,3633.91,4878.49,4878.49,768.23,3997.81,3529.49,3322.90,261.71,3322.90,413.49,0.00,366.01,253.22,253.22,1041.13,765.37,765.37,1960.82,346.11,1126.42,1126.42,261.71,1041.13,1899.17,1899.17,1681.42,1681.42,1514.81,3433.50,3433.50,1514.81,6160.44,6160.44,6160.44,6160.44,3705.74,3705.74,3705.74,3655.80,3655.80,3655.80,1247.93,3845.20,3845.20,3845.20,3845.20,3606.05
Z47,1504.89,1504.89,1758.01,1758.01,1130.43,1130.43,1130.43,1148.62,1148.62,1148.62,1148.62,1098.71,1098.71,516.45,516.45,516.45,516.45,402.22,326.13,326.13,326.13,326.13,326.13,719.09,67.63,102.41,102.41,401.81,401.81,1235.88,1132.62,1194.82,814.70,814.70,814.70,814.70,814.70,802.13,802.13,802.13,802.13,1983.93,1890.91,1914.62,2359.19,2359.19,1914.62,1840.88,1892.92,1840.88,1636.71,1636.71,675.12,774.09,796.05,796.05,1943.93,1943.93,1941.69,1813.02,1813.02,405.61,405.61,675.12,298.00,416.69,2525.86,2491.95,3015.06,2509.01,1636.71,402.22,3745.19,368.47,1941.69,3745.19,4989.77,4989.77,402.22,4109.09,3640.76,3434.18,372.99,3434.18,546.28,368.47,0.00,364.49,364.49,675.12,1133.84,1133.84,2329.29,457.38,760.41,760.41,372.99,675.12,1603.07,1603.07,1365.98,1365.98,1148.80,3544.78,3544.78,1148.80,5864.34,5864.34,5864.34,5864.34,3400.38,3400.38,3400.38,3359.70,3359.70,3359.70,881.92,3539.84,3539.84,3539.84,3539.84,3309.95
Z48,1764.72,1764.72,2017.85,2017.85,1390.27,1390.27,1390.27,1408.46,1408.46,1408.46,1408.46,1358.54,1358.54,776.28,776.28,776.28,776.28,662.06,569.49,569.49,569.49,569.49,569.49,978.92,327.46,362.25,362.25,286.55,286.55,1495.71,1392.46,1454.66,1074.53,1074.53,1074.53,1074.53,1074.53,1061.96,1061.96,1061.96,1061.96,2243.77,2150.75,2174.45,2619.03,2619.03,2174.45,2100.72,2152.75,2100.72,1896.54,1896.54,934.95,1033.93,1055.89,1055.89,2203.77,2203.77,2201.52,2072.86,2072.86,665.44,665.44,934.95,556.34,676.53,2410.60,2376.69,2899.80,2393.76,1896.54,662.06,3472.78,253.22,2201.52,3472.78,4717.36,4717.36,662.06,3836.68,3368.35,3161.76,257.73,3161.76,431.02,253.22,259.84,0.00,0.00,934.95,1018.59,1018.59,2214.03,342.13,1020.24,1020.24,257.73,934.95,1645.96,1645.96,1428.21,1428.21,1408.64,3272.37,3272.37,1408.64,5907.23,5907.23,5907.23,5907.23,3452.52,3452.52,3452.52,3402.58,3402.58,3402.58,1141.76,3591.98,3591.98,3591.98,3591.98,3352.84
